1er lot;Code commune;Code departement;Code postal;Code type local;Code voie;Commune;Date mutation;Nature mutation;No disposition;No plan;No voie;Nombre de lots;Nombre pieces principales;Prefixe de section;Section;Surface reelle bati;Type de voie;Type local;Valeur fonciere;Voie;Annee
;199;33;33470;;0140;GUJAN MESTRAS;17/02/2021;Vente;1;569;58;0;;;CE;;RUE;;185000;CHANTE CIGALE;2021
;199;33;33470;1;0540;GUJAN MESTRAS;22/02/2021;Vente;1;419;9;0;5;;BP;99;AV;Maison;385000;DE MEYRAN;2021
;527;33;33470;1;0395;LE TEICH;19/02/2021;Vente;1;131;13;0;5;;BX;93;ALL;Maison;380000;DES TOURTERELLES;2021
;527;33;33470;1;0322;LE TEICH;18/02/2021;Vente;1;285;10;0;4;;BG;106;RUE;Maison;387197,8;DU PONT NEUF;2021
;199;33;33470;1;0268;GUJAN MESTRAS;17/02/2021;Vente;1;270;10;0;4;;CE;74;ALL;Maison;282600;FEYDEAU;2021
;199;33;33470;;0426;GUJAN MESTRAS;17/02/2021;Vente;1;526;;0;;;CE;;RUE;;282600;LABICHE;2021
;199;33;33470;1;0585;GUJAN MESTRAS;04/02/2021;Echange;1;205;7;0;4;;DI;85;ALL;Maison;280000;MARCEL PAGNOL;2021
;199;33;33470;;0138;GUJAN MESTRAS;04/02/2021;Echange;2;167;19;0;;;BZ;;AV;;312000;DE CESAREE;2021
;199;33;33470;;0138;GUJAN MESTRAS;04/02/2021;Echange;2;168;19;0;;;BZ;;AV;;312000;DE CESAREE;2021
;199;33;33470;1;0138;GUJAN MESTRAS;04/02/2021;Echange;2;169;19;0;5;;BZ;112;AV;Maison;312000;DE CESAREE;2021
;199;33;33470;;0460;GUJAN MESTRAS;24/02/2021;Vente;2;784;65;0;;;CB;;RUE;;1;DE LA LIBERTE;2021
;199;33;33470;;0010;GUJAN MESTRAS;03/02/2021;Vente;1;146;;0;;;BY;;RUE;;315000;AIME BROUSTAUT;2021
;199;33;33470;1;0010;GUJAN MESTRAS;03/02/2021;Vente;1;597;44;0;3;;BY;84;RUE;Maison;315000;AIME BROUSTAUT;2021
;199;33;33470;1;0265;GUJAN MESTRAS;25/02/2021;Vente;1;361;32;0;4;;BN;84;ALL;Maison;271000;DES FAUVETTES;2021
;527;33;33470;;B154;LE TEICH;22/02/2021;Vente;1;245;;0;;;CG;;;;5935;PRES SALES;2021
;527;33;33470;;B154;LE TEICH;22/02/2021;Vente;1;247;;0;;;CG;;;;5935;PRES SALES;2021
;527;33;33470;;B154;LE TEICH;22/02/2021;Vente;1;248;;0;;;CG;;;;5935;PRES SALES;2021
;527;33;33470;1;0135;LE TEICH;25/02/2021;Vente;2;328;28;0;4;;BX;105;ALL;Maison;444600;DE GRANGENEUVE;2021
;527;33;33470;;B154;LE TEICH;22/02/2021;Vente;1;171;;0;;;CG;;;;4520;PRES SALES;2021
;199;33;33470;1;0564;GUJAN MESTRAS;16/02/2021;Vente;1;352;8;0;6;;CX;171;ALL;Maison;350000;NICOLAS BOILEAU;2021
;199;33;33470;1;0512;GUJAN MESTRAS;18/02/2021;Vente;1;323;186;0;5;;BX;258;AV;Maison;750000;MAL DE LATTRE DE TASSIGNY;2021
;199;33;33470;;0150;GUJAN MESTRAS;05/03/2021;Vente;1;439;1;0;;;BP;;RUE;;390000;DU CHATEAU;2021
;199;33;33470;;0150;GUJAN MESTRAS;05/03/2021;Vente;1;442;1;0;;;BP;;RUE;;390000;DU CHATEAU;2021
;199;33;33470;1;0195;GUJAN MESTRAS;10/02/2021;Vente;1;93;2;0;5;;CY;86;ALL;Maison;283500;DEGAS;2021
34;199;33;33470;2;0460;GUJAN MESTRAS;09/02/2021;Vente;1;463;6;1;1;;BM;40;RUE;Appartement;163730;DE LA LIBERTE;2021
4;199;33;33470;2;0512;GUJAN MESTRAS;15/02/2021;Vente;1;385;120;2;2;;BW;45;AV;Appartement;188000;MAL DE LATTRE DE TASSIGNY;2021
;527;33;33470;;0067;LE TEICH;01/03/2021;Vente;1;100;14;0;;;CO;;RUE;;200000;ANDERS CELSIUS;2021
;199;33;33470;1;A015;GUJAN MESTRAS;04/03/2021;Vente;1;256;333;0;3;;CM;27;;Maison;170000;KHELUS CLUB;2021
;199;33;33470;1;0600;GUJAN MESTRAS;12/02/2021;Vente;1;209;27;0;3;;BT;75;ALL;Maison;420000;DES PAPILLONS;2021
20;199;33;33470;2;0510;GUJAN MESTRAS;25/02/2021;Vente;1;297;19;3;2;;BO;77;RUE;Appartement;205000;DU MARECHAL JOFFRE;2021
;199;33;33470;1;A015;GUJAN MESTRAS;08/03/2021;Vente;1;284;243;0;3;;CM;59;;Maison;209000;KHELUS CLUB;2021
;199;33;33470;1;0490;GUJAN MESTRAS;08/03/2021;Vente;1;393;64;0;4;;BY;122;RUE;Maison;415000;DU MARECHAL FOCH;2021
;199;33;33470;;0552;GUJAN MESTRAS;08/03/2021;Vente;1;234;;0;;;BW;;ALL;;664400;DU MIOU;2021
;199;33;33470;1;0552;GUJAN MESTRAS;08/03/2021;Vente;1;306;22;0;1;;BW;25;ALL;Maison;664400;DU MIOU;2021
;199;33;33470;1;0552;GUJAN MESTRAS;08/03/2021;Vente;1;306;22;0;6;;BW;150;ALL;Maison;664400;DU MIOU;2021
;199;33;33470;1;0510;GUJAN MESTRAS;19/02/2021;Vente;1;539;11;0;2;;BO;40;RUE;Maison;210000;DU MARECHAL JOFFRE;2021
;199;33;33470;1;0241;GUJAN MESTRAS;10/03/2021;Vente;1;46;35;0;4;;DK;82;ALL;Maison;410000;DES ECUREUILS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;251;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;252;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;253;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;254;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;255;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;256;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;257;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;258;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;259;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;260;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;261;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;262;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;263;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;264;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;;B091;LE TEICH;22/02/2021;Vente terrain à bâtir;1;265;;0;;;BV;;;;2000000;HOUGAS;2021
;527;33;33470;1;0248;LE TEICH;26/02/2021;Vente;1;171;22;0;3;;BK;51;RUE;Maison;202850;DE MATATO;2021
;527;33;33470;;0248;LE TEICH;26/02/2021;Vente;1;173;22;0;;;BK;;RUE;;202850;DE MATATO;2021
;527;33;33470;;0044;LE TEICH;17/02/2021;Vente;1;229;112;0;;;BV;;AV;;220000;DE CAMPS;2021
;527;33;33470;;0044;LE TEICH;17/02/2021;Vente;1;237;;0;;;BV;;AV;;220000;DE CAMPS;2021
;527;33;33470;1;0044;LE TEICH;15/02/2021;Vente;1;7;73;0;5;;BW;129;AV;Maison;371500;DE CAMPS;2021
;199;33;33470;;A015;GUJAN MESTRAS;15/02/2021;Vente;1;297;156;0;;;DC;;;;89000;KHELUS CLUB;2021
;199;33;33470;1;A015;GUJAN MESTRAS;22/02/2021;Vente;1;295;158;0;3;;DC;30;;Maison;102000;KHELUS CLUB;2021
9;199;33;33470;1;0810;GUJAN MESTRAS;11/03/2021;Vente;1;19;2;1;1;;BT;17;AV;Maison;150000;SAINTE MARIE;2021
5;199;33;33470;3;0810;GUJAN MESTRAS;11/03/2021;Vente;1;19;2;1;0;;BT;0;AV;Dépendance;150000;SAINTE MARIE;2021
;199;33;33470;;B217;GUJAN MESTRAS;10/03/2021;Vente;1;421;;0;;;BA;;;;118000;A VERDALLE;2021
;199;33;33470;1;0112;GUJAN MESTRAS;12/03/2021;Vente;1;216;33;0;4;;CE;120;ALL;Maison;606150;DE CAMPES;2021
;199;33;33470;1;0040;GUJAN MESTRAS;04/03/2021;Vente;1;760;19;0;3;;BM;70;RUE;Maison;190000;AURELIEN DAISSON;2021
14;527;33;33470;2;0053;LE TEICH;03/03/2021;Vente;1;215;31;3;1;;BH;33;RUE;Appartement;148000;DES CASTAINGS;2021
;199;33;33470;1;0220;GUJAN MESTRAS;12/03/2021;Vente;1;1;20;0;4;;CB;83;RUE;Maison;424000;DU DOCTEUR BEZIAN;2021
6;527;33;33470;2;0058;LE TEICH;15/03/2021;Vente;1;56;44;1;3;;BG;60;AV;Appartement;203000;DE LA COTE D ARGENT;2021
13;527;33;33470;3;0058;LE TEICH;15/03/2021;Vente;1;56;44;1;0;;BG;0;AV;Dépendance;203000;DE LA COTE D ARGENT;2021
;199;33;33470;;0135;GUJAN MESTRAS;17/02/2021;Vente;2;696;69;0;;;CI;;ALL;;350000;DE CAZAUX;2021
;527;33;33470;;0110;LE TEICH;22/02/2021;Vente;1;431;2;0;;;BH;;RUE;;7800;DES FLEURS;2021
;527;33;33470;;0110;LE TEICH;22/02/2021;Vente;1;435;2;0;;;BH;;RUE;;7800;DES FLEURS;2021
;527;33;33470;;0015;LE TEICH;11/03/2021;Vente;1;243;33;0;;;BV;;RUE;;245000;DES ANCELYNS;2021
;527;33;33470;4;0015;LE TEICH;11/03/2021;Vente;1;244;9007;0;0;;BV;308;RUE;Local industriel. commercial ou assimilé;245000;DES ANCELYNS;2021
;199;33;33470;1;0075;GUJAN MESTRAS;19/02/2021;Vente;1;244;28;0;4;;DK;97;ALL;Maison;360000;DU BOSQUET DES CIGALES;2021
;199;33;33470;1;0559;GUJAN MESTRAS;12/03/2021;Vente;1;7;62;0;3;;CY;122;ALL;Maison;445000;DU MOULIN NEUF;2021
22;527;33;33470;2;0249;LE TEICH;22/02/2021;Vente;1;332;4;1;4;;BH;72;RUE;Appartement;230000;MATHEGA;2021
139;527;33;33470;3;0249;LE TEICH;22/02/2021;Vente;1;332;3;1;0;;BH;0;RUE;Dépendance;230000;MATHEGA;2021
122;527;33;33470;3;0249;LE TEICH;22/02/2021;Vente;1;332;3;1;0;;BH;0;RUE;Dépendance;230000;MATHEGA;2021
;527;33;33470;;B055;LE TEICH;09/03/2021;Vente;1;159;;0;;;CP;;;;195000;CHAMPS DE NERAC;2021
;199;33;33470;4;0104;GUJAN MESTRAS;23/02/2021;Vente;2;130;9;0;0;;DO;810;ALL;Local industriel. commercial ou assimilé;17424;DES CABANES;2021
;199;33;33470;;B153;GUJAN MESTRAS;11/03/2021;Vente;3;704;;0;;;CI;;;;29920;NERAC;2021
126;527;33;33470;3;0457;LE TEICH;03/03/2021;Vente;1;268;17;1;0;;BN;0;RUE;Dépendance;186000;JACQUES BEYNEL;2021
83;527;33;33470;3;0457;LE TEICH;03/03/2021;Vente;1;268;17;1;0;;BN;0;RUE;Dépendance;186000;JACQUES BEYNEL;2021
7;527;33;33470;2;0457;LE TEICH;03/03/2021;Vente;1;268;17;1;2;;BN;41;RUE;Appartement;186000;JACQUES BEYNEL;2021
148;199;33;33470;3;0840;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;552;14;1;0;;BO;0;CRS;Dépendance;329000;DE VERDUN;2021
21;199;33;33470;2;0840;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;552;14;1;3;;BO;82;CRS;Appartement;329000;DE VERDUN;2021
68;199;33;33470;2;0138;GUJAN MESTRAS;09/03/2021;Vente;1;43;91;1;3;;CY;64;AV;Appartement;245000;DE CESAREE;2021
294;199;33;33470;3;0138;GUJAN MESTRAS;09/03/2021;Vente;1;43;91;1;0;;CY;0;AV;Dépendance;245000;DE CESAREE;2021
33;527;33;33470;3;0058;LE TEICH;25/02/2021;Vente;1;1;135;1;0;;BK;0;AV;Dépendance;260000;DE LA COTE D ARGENT;2021
34;527;33;33470;3;0058;LE TEICH;25/02/2021;Vente;1;1;135;1;0;;BK;0;AV;Dépendance;260000;DE LA COTE D ARGENT;2021
10;527;33;33470;1;0058;LE TEICH;25/02/2021;Vente;1;1;135;1;4;;BK;85;AV;Maison;260000;DE LA COTE D ARGENT;2021
13;527;33;33470;2;0365;LE TEICH;18/03/2021;Vente;1;35;14;3;4;;BF;86;RUE;Appartement;270000;SAINT ANDRE;2021
;199;33;33470;1;0055;GUJAN MESTRAS;05/03/2021;Vente;1;173;31;0;5;;CK;105;ALL;Maison;653495;DE LA BIOTTE;2021
;199;33;33470;1;0200;GUJAN MESTRAS;03/03/2021;Vente;1;527;62;0;4;;BW;95;RUE;Maison;355000;DEJEAN CASTAING;2021
35;199;33;33470;;0380;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;145000;DES GLAIEULS;2021
2;199;33;33470;;0380;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;145000;DES GLAIEULS;2021
71;199;33;33470;;0840;GUJAN MESTRAS;08/03/2021;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;211999;DE VERDUN;2021
65;199;33;33470;;0840;GUJAN MESTRAS;08/03/2021;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;211999;DE VERDUN;2021
29;199;33;33470;;0840;GUJAN MESTRAS;08/03/2021;Vente en l'état futur d'achèvement;1;767;;1;;;BY;;CRS;;211999;DE VERDUN;2021
;199;33;33470;1;0780;GUJAN MESTRAS;25/03/2021;Vente;1;139;17;0;3;;BS;69;ALL;Maison;324000;DE LA PROCESSION;2021
161;199;33;33470;2;0512;GUJAN MESTRAS;16/03/2021;Vente;1;15;8;2;3;;BT;58;AV;Appartement;198000;MAL DE LATTRE DE TASSIGNY;2021
;199;33;33470;;0400;GUJAN MESTRAS;29/03/2021;Vente;1;320;100;0;;;CD;;ALL;;240000;DE HAURAT;2021
;199;33;33470;1;0390;GUJAN MESTRAS;10/03/2021;Vente;1;434;84;0;4;;CM;120;RTE;Maison;574600;DES LACS;2021
;527;33;33470;;0125;LE TEICH;15/03/2021;Vente;2;449;14;0;;;BH;;RUE;;124000;DE LA GARE;2021
;199;33;33470;1;0071;GUJAN MESTRAS;17/03/2021;Vente;1;91;317;0;3;;CT;88;ALL;Maison;351000;DE BORDEAUX;2021
;199;33;33470;1;0483;GUJAN MESTRAS;17/03/2021;Vente;1;200;6;0;6;;CY;135;ALL;Maison;483200;DE MALPONT;2021
;199;33;33470;1;0705;GUJAN MESTRAS;04/03/2021;Vente;1;166;43;0;3;;BW;74;ALL;Maison;464500;DES PLACES;2021
;199;33;33470;;0540;GUJAN MESTRAS;15/03/2021;Vente;2;450;;0;;;BP;;AV;;310000;DE MEYRAN;2021
;527;33;33470;1;0058;LE TEICH;19/03/2021;Vente;1;142;2;0;3;;CF;67;AV;Maison;336000;DE LA COTE D ARGENT;2021
;199;33;33470;1;0570;GUJAN MESTRAS;17/03/2021;Vente;1;285;143;0;3;;CR;100;RUE;Maison;446300;DE L OR;2021
;199;33;33470;;0140;GUJAN MESTRAS;23/03/2021;Vente;1;422;94;0;;;CT;;RUE;;193000;CHANTE CIGALE;2021
;199;33;33470;1;0140;GUJAN MESTRAS;23/03/2021;Vente;1;424;94;0;2;;CT;40;RUE;Maison;193000;CHANTE CIGALE;2021
;527;33;33470;1;0029;LE TEICH;17/03/2021;Vente;1;386;20;0;6;;BO;135;RUE;Maison;355000;DE BOULANGE;2021
;527;33;33470;;0029;LE TEICH;17/03/2021;Vente;1;390;20;0;;;BO;;RUE;;355000;DE BOULANGE;2021
11;527;33;33470;3;0454;LE TEICH;12/03/2021;Vente;1;215;9002;1;0;;BG;0;RUE;Dépendance;274090;DES TILLEULS;2021
10;527;33;33470;3;0454;LE TEICH;12/03/2021;Vente;1;215;9002;1;0;;BG;0;RUE;Dépendance;274090;DES TILLEULS;2021
4;527;33;33470;1;0454;LE TEICH;12/03/2021;Vente;1;215;9002;1;4;;BG;86;RUE;Maison;274090;DES TILLEULS;2021
;527;33;33470;1;0125;LE TEICH;15/03/2021;Vente;1;448;14;0;4;;BH;80;RUE;Maison;196000;DE LA GARE;2021
;199;33;33470;;B153;GUJAN MESTRAS;11/03/2021;Vente;2;701;;0;;;CI;;;;15040;NERAC;2021
;527;33;33470;1;0376;LE TEICH;02/03/2021;Vente;1;150;2;0;4;;BP;136;RUE;Maison;552000;DES TAMARIS;2021
;527;33;33470;1;A039;LE TEICH;05/03/2021;Vente;1;48;10;0;3;;BN;72;LOT;Maison;433000;LES PRES FLEURIS;2021
;527;33;33470;1;0035;LE TEICH;22/03/2021;Vente;1;171;8;0;4;;BX;94;ALL;Maison;96040;DU BURGAT;2021
11;527;33;33470;1;0317;LE TEICH;11/03/2021;Vente;1;87;23;1;4;;BG;83;RUE;Maison;320000;DES PLAINES;2021
;199;33;33470;;B029;GUJAN MESTRAS;22/03/2021;Vente;1;449;;0;;;CT;;;;323000;CAMPES;2021
;527;33;33470;2;0325;LE TEICH;24/02/2021;Vente terrain à bâtir;1;444;9;0;1;;BH;25;RUE;Appartement;2100000;DU PORT;2021
;527;33;33470;2;0325;LE TEICH;24/02/2021;Vente terrain à bâtir;1;444;9;0;3;;BH;53;RUE;Appartement;2100000;DU PORT;2021
;527;33;33470;2;0325;LE TEICH;24/02/2021;Vente terrain à bâtir;1;444;9;0;3;;BH;56;RUE;Appartement;2100000;DU PORT;2021
;527;33;33470;2;0325;LE TEICH;24/02/2021;Vente terrain à bâtir;1;444;9;0;2;;BH;51;RUE;Appartement;2100000;DU PORT;2021
;199;33;33470;1;0740;GUJAN MESTRAS;23/03/2021;Vente;1;718;17;0;4;;BS;86;RUE;Maison;360000;DU PORT;2021
;199;33;33470;;0740;GUJAN MESTRAS;23/03/2021;Vente;1;720;17;0;;;BS;;RUE;;360000;DU PORT;2021
;199;33;33470;1;0390;GUJAN MESTRAS;16/03/2021;Vente;1;485;113;0;4;;CM;80;RTE;Maison;438300;DES LACS;2021
;199;33;33470;;0390;GUJAN MESTRAS;16/03/2021;Vente;1;491;113;0;;;CM;;RTE;;438300;DES LACS;2021
;199;33;33470;;0390;GUJAN MESTRAS;16/03/2021;Vente;1;492;113;0;;;CM;;RTE;;438300;DES LACS;2021
;199;33;33470;1;0390;GUJAN MESTRAS;26/03/2021;Vente;1;432;27;0;4;;BV;96;RTE;Maison;350000;DES LACS;2021
;199;33;33470;1;0570;GUJAN MESTRAS;15/03/2021;Vente;1;469;122;0;4;;CR;77;RUE;Maison;300000;DE L OR;2021
;199;33;33470;1;0521;GUJAN MESTRAS;09/03/2021;Vente;1;113;2;0;5;;CY;94;ALL;Maison;270000;MATISSE;2021
6;199;33;33470;1;0150;GUJAN MESTRAS;26/03/2021;Vente;1;540;10;1;4;;BO;85;RUE;Maison;358680;DU CHATEAU;2021
31;199;33;33470;3;0150;GUJAN MESTRAS;26/03/2021;Vente;1;540;10;1;0;;BO;0;RUE;Dépendance;358680;DU CHATEAU;2021
;199;33;33470;;0135;GUJAN MESTRAS;30/03/2021;Vente;1;189;72;0;;;CP;;ALL;;300000;DE CAZAUX;2021
;199;33;33470;;0135;GUJAN MESTRAS;30/03/2021;Vente;1;191;72;0;;;CP;;ALL;;300000;DE CAZAUX;2021
;199;33;33470;;0135;GUJAN MESTRAS;30/03/2021;Vente;1;192;;0;;;CP;;ALL;;300000;DE CAZAUX;2021
;199;33;33470;1;0270;GUJAN MESTRAS;25/03/2021;Vente;3;601;61;0;4;;CA;88;ALL;Maison;319600;DU FIN;2021
;199;33;33470;1;0270;GUJAN MESTRAS;25/03/2021;Vente;3;601;61;0;3;;CA;61;ALL;Maison;319600;DU FIN;2021
;199;33;33470;1;0630;GUJAN MESTRAS;30/03/2021;Vente;1;943;37;0;4;;BM;105;RUE;Maison;575000;PASTEUR;2021
458;199;33;33470;3;0110;GUJAN MESTRAS;19/03/2021;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;235000;CAMILLE DIGNAC;2021
386;199;33;33470;2;0110;GUJAN MESTRAS;19/03/2021;Vente;1;380;2;1;3;;CA;56;RUE;Appartement;235000;CAMILLE DIGNAC;2021
330;199;33;33470;3;0110;GUJAN MESTRAS;19/03/2021;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;235000;CAMILLE DIGNAC;2021
;527;33;33470;1;0044;LE TEICH;09/03/2021;Vente;1;164;8;0;3;;BI;78;AV;Maison;35000;DE CAMPS;2021
364;199;33;33470;2;0110;GUJAN MESTRAS;24/03/2021;Vente;1;380;2;1;2;;CA;36;RUE;Appartement;141000;CAMILLE DIGNAC;2021
311;199;33;33470;3;0110;GUJAN MESTRAS;24/03/2021;Vente;1;380;2;1;0;;CA;0;RUE;Dépendance;141000;CAMILLE DIGNAC;2021
;199;33;33470;1;0526;GUJAN MESTRAS;30/03/2021;Vente;1;58;17;0;4;;BX;76;ALL;Maison;210000;DU MAYNE;2021
;199;33;33470;1;0843;GUJAN MESTRAS;31/03/2021;Vente;1;31;8;0;5;;CX;137;ALL;Maison;600000;VICTOR HUGO;2021
;199;33;33470;1;0010;GUJAN MESTRAS;31/03/2021;Vente;1;532;69;0;4;;CI;86;RUE;Maison;350000;AIME BROUSTAUT;2021
;527;33;33470;;B055;LE TEICH;19/03/2021;Vente;1;157;;0;;;CP;;;;165000;CHAMPS DE NERAC;2021
;199;33;33470;1;0769;GUJAN MESTRAS;01/04/2021;Vente;1;528;3;0;4;;CA;90;ALL;Maison;460040;RENE FOURGS;2021
;199;33;33470;1;0866;GUJAN MESTRAS;22/03/2021;Vente;1;436;8;0;4;;BS;128;RUE;Maison;544000;DES COTTAGES DE LA HUME;2021
;527;33;33470;1;0118;LE TEICH;15/03/2021;Vente;1;69;27;0;7;;CE;88;RUE;Maison;344550;DE FRANCAISE;2021
;527;33;33470;;0118;LE TEICH;15/03/2021;Vente;1;71;27;0;;;CE;;RUE;;344550;DE FRANCAISE;2021
1;199;33;33470;2;0250;GUJAN MESTRAS;25/03/2021;Vente;1;243;7;3;3;;BO;65;AV;Appartement;210400;DE L EGLISE;2021
;199;33;33470;1;0413;GUJAN MESTRAS;25/03/2021;Vente;1;652;10;0;4;;BS;90;ALL;Maison;671900;DES JONQUILLES;2021
;199;33;33470;1;0138;GUJAN MESTRAS;02/04/2021;Vente;2;1917;9006;0;2;;G;63;AV;Maison;28000;DE CESAREE;2021
;199;33;33470;;B041;GUJAN MESTRAS;02/04/2021;Vente;2;1919;;0;;;G;;;;28000;CESARE;2021
;199;33;33470;;0675;GUJAN MESTRAS;18/03/2021;Vente;1;111;124;0;;;BC;;AV;;825000;PIERRE DIGNAC;2021
;527;33;33470;;0310;LE TEICH;29/03/2021;Echange;2;405;7;0;;;BO;;RUE;;7000;DE PELLE;2021
;527;33;33470;;0310;LE TEICH;29/03/2021;Echange;3;403;7;0;;;BO;;RUE;;7000;DE PELLE;2021
66;199;33;33470;;0380;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;14000;DES GLAIEULS;2021
65;199;33;33470;;0380;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;14000;DES GLAIEULS;2021
68;199;33;33470;;0380;GUJAN MESTRAS;19/03/2021;Vente en l'état futur d'achèvement;1;338;1;1;;;BS;;ALL;;14000;DES GLAIEULS;2021
;199;33;33470;;0850;GUJAN MESTRAS;12/03/2021;Vente;2;180;43;0;;;BH;;RUE;;121000;DE L YSER;2021
;199;33;33470;;0850;GUJAN MESTRAS;12/03/2021;Vente;2;182;43;0;;;BH;;RUE;;121000;DE L YSER;2021
;199;33;33470;1;0789;GUJAN MESTRAS;12/04/2021;Vente;1;160;3;0;5;;CH;137;ALL;Maison;574000;REMBRANDT;2021
;199;33;33470;1;0200;GUJAN MESTRAS;30/03/2021;Vente;1;204;69;0;4;;CL;123;RUE;Maison;557200;DEJEAN CASTAING;2021
;199;33;33470;1;0695;GUJAN MESTRAS;31/03/2021;Vente;1;276;1;0;4;;BW;62;ALL;Maison;340000;DES PIVOINES;2021
33;199;33;33470;;0810;GUJAN MESTRAS;26/03/2021;Vente en l'état futur d'achèvement;1;514;;1;;;DC;;AV;;245000;SAINTE MARIE;2021
23;199;33;33470;;0810;GUJAN MESTRAS;26/03/2021;Vente en l'état futur d'achèvement;1;514;;1;;;DC;;AV;;245000;SAINTE MARIE;2021
34;199;33;33470;;0810;GUJAN MESTRAS;26/03/2021;Vente en l'état futur d'achèvement;1;514;;1;;;DC;;AV;;245000;SAINTE MARIE;2021
;527;33;33470;1;0135;LE TEICH;18/03/2021;Vente;2;324;9;0;6;;BX;162;ALL;Maison;344000;DE GRANGENEUVE;2021
;527;33;33470;1;0135;LE TEICH;18/03/2021;Vente;2;324;9;0;5;;BX;128;ALL;Maison;344000;DE GRANGENEUVE;2021
;199;33;33470;3;0675;GUJAN MESTRAS;31/03/2021;Vente;1;79;218;0;0;;BB;0;AV;Dépendance;665000;PIERRE DIGNAC;2021
;199;33;33470;1;0675;GUJAN MESTRAS;31/03/2021;Vente;1;191;214;0;5;;BB;130;AV;Maison;665000;PIERRE DIGNAC;2021
;199;33;33470;;0675;GUJAN MESTRAS;31/03/2021;Vente;1;193;214;0;;;BB;;AV;;665000;PIERRE DIGNAC;2021
;199;33;33470;1;0183;GUJAN MESTRAS;07/04/2021;Vente;1;386;50;0;4;;CT;97;ALL;Maison;285000;DES CORSAIRES;2021
;199;33;33470;1;0131;GUJAN MESTRAS;12/04/2021;Vente;1;194;46;0;5;;CE;117;ALL;Maison;486845;DE CAPAYAN;2021
;199;33;33470;1;0875;GUJAN MESTRAS;15/04/2021;Vente;1;114;5;0;5;;CC;113;ALL;Maison;537700;DE MARENGO;2021
8;199;33;33470;3;0390;GUJAN MESTRAS;01/04/2021;Vente;1;366;28;1;0;;BT;0;RTE;Dépendance;215000;DES LACS;2021
3;199;33;33470;1;0390;GUJAN MESTRAS;01/04/2021;Vente;1;366;28;1;3;;BT;56;RTE;Maison;215000;DES LACS;2021
9;199;33;33470;3;0390;GUJAN MESTRAS;01/04/2021;Vente;1;366;28;1;0;;BT;0;RTE;Dépendance;215000;DES LACS;2021
;199;33;33470;1;0528;GUJAN MESTRAS;02/04/2021;Vente;1;510;2;0;5;;CH;130;ALL;Maison;601651,1;FRANCOIS MAURIAC;2021
;199;33;33470;;0528;GUJAN MESTRAS;02/04/2021;Vente;1;512;2;0;;;CH;;ALL;;601651,1;FRANCOIS MAURIAC;2021
;199;33;33470;;0562;GUJAN MESTRAS;02/04/2021;Vente;1;594;12;0;;;CA;;ALL;;215000;MONTAIGNE;2021
