No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|year
1|11/05/2022|Vente|322450,00||IMP|0831|TIAMPILLE|33470.0|GUJAN MESTRAS|33|199||CT|14||0|||||2022
1|11/05/2022|Vente|322450,00||IMP|0831|TIAMPILLE|33470.0|GUJAN MESTRAS|33|199||CT|283||0|||||2022
1|11/05/2022|Vente|322450,00|14.0|IMP|0831|TIAMPILLE|33470.0|GUJAN MESTRAS|33|199||CT|436||0|1.0|Maison|55.0|3.0|2022
2|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|460||0|||||2022
2|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|461||0|||||2022
2|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|462||0|||||2022
3|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|464||0|||||2022
3|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|467||0|||||2022
3|19/05/2022|Echange|200,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|469||0|||||2022
1|24/05/2022|Vente|130000,00|90.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|23||0|1.0|Maison|80.0|4.0|2022
2|11/05/2022|Vente|425000,00|7.0|ALL|0045|DU BASSIN|33470.0|GUJAN MESTRAS|33|199||BP|470||0|3.0|Dépendance|0.0|0.0|2022
2|11/05/2022|Vente|425000,00|7.0|ALL|0045|DU BASSIN|33470.0|GUJAN MESTRAS|33|199||BP|470||0|1.0|Maison|79.0|3.0|2022
2|11/05/2022|Vente|425000,00|7.0|ALL|0045|DU BASSIN|33470.0|GUJAN MESTRAS|33|199||BP|470||0|3.0|Dépendance|0.0|0.0|2022
1|19/05/2022|Vente|273000,00|56.0|LOT|A045|VILLAGE DES PINS|33470.0|GUJAN MESTRAS|33|199||DC|90||0|1.0|Maison|37.0|4.0|2022
1|31/05/2022|Vente|5000,00|||B077|GARCON|33470.0|GUJAN MESTRAS|33|199||BB|107||0|||||2022
1|25/05/2022|Vente|208748,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|22.0|3|3.0|Dépendance|0.0|0.0|2022
1|25/05/2022|Vente|208748,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|22.0|3|2.0|Appartement|42.0|2.0|2022
1|19/05/2022|Vente|247000,00|36.0|RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|100|33.0|2|2.0|Appartement|60.0|3.0|2022
1|19/05/2022|Vente|247000,00|36.0|RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|100|33.0|2|3.0|Dépendance|0.0|0.0|2022
2|02/06/2022|Vente terrain à bâtir|72000,00|||B071|LA FERME-OUEST|33470.0|GUJAN MESTRAS|33|199||DO|139||0|||||2022
1|27/05/2022|Vente|641000,00|79.0|RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|765||0|1.0|Maison|110.0|4.0|2022
1|18/05/2022|Vente|183000,00|41.0|LOT|A045|VILLAGE DES PINS|33470.0|GUJAN MESTRAS|33|199||DC|142||0|1.0|Maison|28.0|3.0|2022
2|12/05/2022|Vente|190000,00|5.0|ALL|0057|DE BIREBOUSSAOU|33470.0|GUJAN MESTRAS|33|199||BL|520||0|||||2022
1|03/06/2022|Vente|212085,05|19.0|ALL|0660|DE LA PELOUSE|33470.0|GUJAN MESTRAS|33|199||BS|755||0|1.0|Maison|40.0|3.0|2022
1|03/06/2022|Vente|212085,05|19.0|ALL|0660|DE LA PELOUSE|33470.0|GUJAN MESTRAS|33|199||BS|756||0|||||2022
1|23/05/2022|Vente|174530,00|53.0|RUE|0010|AIME BROUSTAUT|33470.0|GUJAN MESTRAS|33|199||BY|246||0|3.0|Dépendance|0.0|0.0|2022
1|23/05/2022|Vente|174530,00|53.0|RUE|0010|AIME BROUSTAUT|33470.0|GUJAN MESTRAS|33|199||BY|246||0|1.0|Maison|44.0|2.0|2022
1|23/05/2022|Vente|174530,00||RUE|0010|AIME BROUSTAUT|33470.0|GUJAN MESTRAS|33|199||BY|249||0|||||2022
1|31/03/2022|Vente|248000,00|||B107|LA LANDE DE MESTRAS|33470.0|GUJAN MESTRAS|33|199||CW|97||0|||||2022
1|31/03/2022|Vente|248000,00|||B107|LA LANDE DE MESTRAS|33470.0|GUJAN MESTRAS|33|199||CW|99||0|||||2022
1|30/05/2022|Vente|527300,00|6.0|ALL|0664|PICASSO|33470.0|GUJAN MESTRAS|33|199||DK|64||0|3.0|Dépendance|0.0|0.0|2022
1|30/05/2022|Vente|527300,00|6.0|ALL|0664|PICASSO|33470.0|GUJAN MESTRAS|33|199||DK|64||0|1.0|Maison|114.0|5.0|2022
1|16/05/2022|Vente|145000,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|13.0|3|3.0|Dépendance|0.0|0.0|2022
1|16/05/2022|Vente|145000,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|13.0|3|2.0|Appartement|42.0|2.0|2022
1|03/06/2022|Vente|250000,00|20.0|ALL|0562|MONTAIGNE|33470.0|GUJAN MESTRAS|33|199||CA|612||0|||||2022
1|01/06/2022|Vente|620000,00|26.0|AV|0675|PIERRE DIGNAC|33470.0|GUJAN MESTRAS|33|199||BE|91|17.0|2|1.0|Maison|84.0|4.0|2022
1|01/06/2022|Vente|620000,00|26.0|AV|0675|PIERRE DIGNAC|33470.0|GUJAN MESTRAS|33|199||BE|91|17.0|2|3.0|Dépendance|0.0|0.0|2022
1|08/06/2022|Vente|155000,00|2.0|AV|0810|SAINTE MARIE|33470.0|GUJAN MESTRAS|33|199||BT|19|3.0|1|3.0|Dépendance|0.0|0.0|2022
1|08/06/2022|Vente|155000,00|2.0|AV|0810|SAINTE MARIE|33470.0|GUJAN MESTRAS|33|199||BT|19|8.0|1|1.0|Maison|22.0|1.0|2022
1|07/06/2022|Vente|494000,00|8.0|ALL|0210|DES DEUX ECLUSES|33470.0|GUJAN MESTRAS|33|199||BV|485||0|3.0|Dépendance|0.0|0.0|2022
1|07/06/2022|Vente|494000,00|8.0|ALL|0210|DES DEUX ECLUSES|33470.0|GUJAN MESTRAS|33|199||BV|485||0|1.0|Maison|86.0|4.0|2022
1|07/06/2022|Vente|494000,00|8.0|ALL|0210|DES DEUX ECLUSES|33470.0|GUJAN MESTRAS|33|199||BV|485||0|3.0|Dépendance|0.0|0.0|2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|574||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|575||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|577||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|578||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|582||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|583||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|585||0|||||2022
1|10/06/2022|Vente|1,00|38.0|AV|0720|DE LA PLAGE|33470.0|GUJAN MESTRAS|33|199||BA|586||0|||||2022
1|30/05/2022|Vente|598780,00|2.0|ALL|0559|DU MOULIN NEUF|33470.0|GUJAN MESTRAS|33|199||CS|309||0|1.0|Maison|122.0|6.0|2022
1|30/05/2022|Vente|598780,00|2.0|ALL|0559|DU MOULIN NEUF|33470.0|GUJAN MESTRAS|33|199||CS|309||0|3.0|Dépendance|0.0|0.0|2022
1|30/05/2022|Vente|598780,00|2.0|ALL|0559|DU MOULIN NEUF|33470.0|GUJAN MESTRAS|33|199||CS|309||0|3.0|Dépendance|0.0|0.0|2022
2|31/05/2022|Vente|378000,00|||B071|LA FERME-OUEST|33470.0|GUJAN MESTRAS|33|199||DO|135||0|||||2022
1|10/06/2022|Vente|385000,00|5.0||A046|OSTREA EDULIS|33470.0|GUJAN MESTRAS|33|199||BE|25||0|||||2022
1|10/06/2022|Vente|85000,00|26.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|248|7.0|1|1.0|Maison|31.0|2.0|2022
1|20/05/2022|Vente|64050,00|163.0|ALL|0400|DE HAURAT|33470.0|GUJAN MESTRAS|33|199||CV|151|19.0|2|2.0|Appartement|42.0|2.0|2022
1|20/05/2022|Vente|64050,00|163.0|ALL|0400|DE HAURAT|33470.0|GUJAN MESTRAS|33|199||CV|151|19.0|2|3.0|Dépendance|0.0|0.0|2022
1|30/05/2022|Vente|140000,00|8.0|ALL|0139|DES CHAMPS DE LA LANDE|33470.0|GUJAN MESTRAS|33|199||CM|30||0|1.0|Maison|73.0|2.0|2022
1|08/06/2022|Vente|168000,00|2.0|RUE|0110|CAMILLE DIGNAC|33470.0|GUJAN MESTRAS|33|199||CA|380|413.0|1|2.0|Appartement|59.0|3.0|2022
1|08/06/2022|Vente|168000,00|2.0|RUE|0110|CAMILLE DIGNAC|33470.0|GUJAN MESTRAS|33|199||CA|380|271.0|1|3.0|Dépendance|0.0|0.0|2022
1|08/06/2022|Vente|168000,00|2.0|RUE|0110|CAMILLE DIGNAC|33470.0|GUJAN MESTRAS|33|199||CA|380|272.0|1|3.0|Dépendance|0.0|0.0|2022
1|19/05/2022|Vente|641400,00||LOT|A110|LES PIERRILLES|33470.0|GUJAN MESTRAS|33|199||CT|330||0|||||2022
1|19/05/2022|Vente|641400,00|6.0|RUE|0880|CHAMBRELENT|33470.0|GUJAN MESTRAS|33|199||CT|343||0|3.0|Dépendance|0.0|0.0|2022
1|19/05/2022|Vente|641400,00|6.0|RUE|0880|CHAMBRELENT|33470.0|GUJAN MESTRAS|33|199||CT|343||0|1.0|Maison|126.0|4.0|2022
1|19/05/2022|Vente|641400,00|6.0|RUE|0880|CHAMBRELENT|33470.0|GUJAN MESTRAS|33|199||CT|343||0|3.0|Dépendance|0.0|0.0|2022
1|03/06/2022|Vente|8000,00|91.0|AV|0138|DE CESAREE|33470.0|GUJAN MESTRAS|33|199||CY|43|281.0|1|3.0|Dépendance|0.0|0.0|2022
1|24/05/2022|Vente|807100,00|30.0|ALL|0569|DE LA NEYRA|33470.0|GUJAN MESTRAS|33|199||CK|222||0|3.0|Dépendance|0.0|0.0|2022
1|24/05/2022|Vente|807100,00|30.0|ALL|0569|DE LA NEYRA|33470.0|GUJAN MESTRAS|33|199||CK|222||0|1.0|Maison|114.0|4.0|2022
1|25/05/2022|Vente|322950,00||RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|159||0|||||2022
1|25/05/2022|Vente|322950,00|63.0|RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|681||0|3.0|Dépendance|0.0|0.0|2022
1|25/05/2022|Vente|322950,00|63.0|RUE|0460|DE LA LIBERTE|33470.0|GUJAN MESTRAS|33|199||CB|684||0|1.0|Maison|69.0|3.0|2022
1|02/06/2022|Vente|180000,00|46.0|BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|232|31.0|2|2.0|Appartement|45.0|2.0|2022
1|02/06/2022|Vente|180000,00|46.0|BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|232|31.0|2|3.0|Dépendance|0.0|0.0|2022
1|29/04/2022|Vente|330000,00|5.0|ALL|0661|DE LA PERRINE|33470.0|GUJAN MESTRAS|33|199||BP|99||0|3.0|Dépendance|0.0|0.0|2022
1|29/04/2022|Vente|330000,00|5.0|ALL|0661|DE LA PERRINE|33470.0|GUJAN MESTRAS|33|199||BP|99||0|1.0|Maison|88.0|4.0|2022
1|29/04/2022|Vente|330000,00|5.0|ALL|0661|DE LA PERRINE|33470.0|GUJAN MESTRAS|33|199||BP|99||0|3.0|Dépendance|0.0|0.0|2022
1|23/05/2022|Vente|255000,00|16.0|RUE|0570|DE L OR|33470.0|GUJAN MESTRAS|33|199||BZ|540||0|||||2022
1|23/05/2022|Vente|255000,00|16.0|RUE|0570|DE L OR|33470.0|GUJAN MESTRAS|33|199||BZ|542||0|||||2022
1|23/05/2022|Vente|255000,00|16.0|RUE|0570|DE L OR|33470.0|GUJAN MESTRAS|33|199||BZ|544||0|||||2022
1|23/05/2022|Vente|185240,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|16.0|3|2.0|Appartement|40.0|2.0|2022
1|23/05/2022|Vente|185240,00|55.0|RUE|0230|DU DOCTEUR DUFFOURG|33470.0|GUJAN MESTRAS|33|199||BM|57|16.0|3|3.0|Dépendance|0.0|0.0|2022
1|31/05/2022|Vente|126000,00|222.0||A015|KHELUS CLUB|33470.0|GUJAN MESTRAS|33|199||DC|255||0|1.0|Maison|51.0|5.0|2022
1|08/06/2022|Vente|255900,00|300.0||A015|KHELUS CLUB|33470.0|GUJAN MESTRAS|33|199||CM|353||0|1.0|Maison|27.0|3.0|2022
1|14/06/2022|Vente|1710,00||ALL|0772|DE LA PRAIRIE|33470.0|GUJAN MESTRAS|33|199||BR|722||0|||||2022
1|14/06/2022|Vente|1710,00||ALL|0772|DE LA PRAIRIE|33470.0|GUJAN MESTRAS|33|199||BR|729||0|||||2022
1|13/06/2022|Vente en l'état futur d'achèvement|2000,00|11.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||BT|170|19.0|1|3.0|Dépendance|0.0|0.0|2022
1|13/06/2022|Vente en l'état futur d'achèvement|2000,00|11.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||BT|170|18.0|1|3.0|Dépendance|0.0|0.0|2022
1|13/06/2022|Vente en l'état futur d'achèvement|1000,00|11.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||BT|170|9.0|1|3.0|Dépendance|0.0|0.0|2022
1|13/06/2022|Vente en l'état futur d'achèvement|1000,00|11.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||BT|170|10.0|1|3.0|Dépendance|0.0|0.0|2022
1|20/06/2022|Vente|440000,00|79.0|LOT|A077|SOTOGRANDE|33470.0|GUJAN MESTRAS|33|199||DR|269||0|1.0|Maison|100.0|3.0|2022
1|16/06/2022|Vente|268810,00|193.0||A015|KHELUS CLUB|33470.0|GUJAN MESTRAS|33|199||DC|238||0|1.0|Maison|49.0|4.0|2022
1|03/06/2022|Vente|509300,00|66.0|RUE|0415|JULES BARAT|33470.0|GUJAN MESTRAS|33|199||BM|800|1.0|1|1.0|Maison|119.0|4.0|2022
1|02/06/2022|Vente|733000,00|6.0|IMP|0425|JAFEINE|33470.0|GUJAN MESTRAS|33|199||CH|118||0|1.0|Maison|132.0|5.0|2022
1|02/06/2022|Vente|733000,00|6.0|IMP|0425|JAFEINE|33470.0|GUJAN MESTRAS|33|199||CH|118||0|3.0|Dépendance|0.0|0.0|2022
1|02/06/2022|Vente|733000,00|6.0|IMP|0425|JAFEINE|33470.0|GUJAN MESTRAS|33|199||CH|118||0|3.0|Dépendance|0.0|0.0|2022
1|02/06/2022|Vente|733000,00|6.0|IMP|0425|JAFEINE|33470.0|GUJAN MESTRAS|33|199||CH|118||0|3.0|Dépendance|0.0|0.0|2022
1|24/05/2022|Vente terrain à bâtir|335000,00||AV|0810|SAINTE MARIE|33470.0|GUJAN MESTRAS|33|199||DC|465||0|||||2022
1|20/06/2022|Vente|523900,00|64.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|32||0|1.0|Maison|80.0|4.0|2022
1|20/06/2022|Vente|523900,00|64.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|32||0|3.0|Dépendance|0.0|0.0|2022
1|20/06/2022|Vente|523900,00|64.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|32||0|3.0|Dépendance|0.0|0.0|2022
1|20/06/2022|Vente|523900,00||ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|158||0|||||2022
1|20/06/2022|Vente|523900,00||ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|160||0|||||2022
1|20/05/2022|Vente|300000,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|456||0|||||2022
1|20/05/2022|Vente|300000,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|457||0|||||2022
1|20/05/2022|Vente|300000,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|461||0|||||2022
1|20/05/2022|Vente|300000,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|462||0|||||2022
1|20/05/2022|Vente|300000,00|1.0|RUE|0150|DU CHATEAU|33470.0|GUJAN MESTRAS|33|199||BP|465||0|||||2022
1|30/05/2022|Vente|200000,00|16.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|552|52.0|1|2.0|Appartement|40.0|2.0|2022
1|30/05/2022|Vente|200000,00|14.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|552|199.0|1|3.0|Dépendance|0.0|0.0|2022
2|25/05/2022|Vente|405510,00|19.0|ALL|0526|DU MAYNE|33470.0|GUJAN MESTRAS|33|199||BX|374||0|||||2022
1|15/06/2022|Vente|240000,00|163.0|ALL|0400|DE HAURAT|33470.0|GUJAN MESTRAS|33|199||CV|151|14.0|2|3.0|Dépendance|0.0|0.0|2022
1|15/06/2022|Vente|240000,00|163.0|ALL|0400|DE HAURAT|33470.0|GUJAN MESTRAS|33|199||CV|151|14.0|2|2.0|Appartement|42.0|2.0|2022
1|13/06/2022|Vente|400000,00|22.0|AV|0516|DU MARECHAL LECLERC|33470.0|GUJAN MESTRAS|33|199||BN|204||0|4.0|Local industriel. commercial ou assimilé|99.0|0.0|2022
1|17/06/2022|Vente|200000,00|46.0|BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|232|25.0|3|2.0|Appartement|46.0|2.0|2022
1|17/06/2022|Vente|200000,00|46.0|BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|232|25.0|3|3.0|Dépendance|0.0|0.0|2022
2|02/06/2022|Vente|280000,00|22.0|ALL|0562|MONTAIGNE|33470.0|GUJAN MESTRAS|33|199||CA|614||0|||||2022
1|23/05/2022|Vente|250000,00|22.0|RUE|0030|ARMAND DANEY|33470.0|GUJAN MESTRAS|33|199||BO|144|3.0|1|3.0|Dépendance|0.0|0.0|2022
1|23/05/2022|Vente|250000,00|22.0|RUE|0030|ARMAND DANEY|33470.0|GUJAN MESTRAS|33|199||BO|144|1.0|1|2.0|Appartement|67.0|3.0|2022
1|16/06/2022|Vente|205000,00|16.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|552|56.0|1|2.0|Appartement|40.0|2.0|2022
1|16/06/2022|Vente|205000,00|14.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|552|203.0|1|3.0|Dépendance|0.0|0.0|2022
1|16/06/2022|Vente|205000,00|14.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|552|203.0|1|3.0|Dépendance|0.0|0.0|2022
1|09/06/2022|Vente|340000,00|44.0|BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|273||0|1.0|Maison|94.0|5.0|2022
1|24/06/2022|Vente|450000,00||BD|0186|DE LA COTE D ARGENT|33470.0|GUJAN MESTRAS|33|199||BL|516||0|||||2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|2.0|Appartement|42.0|2.0|2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|2.0|Appartement|45.0|2.0|2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|2.0|Appartement|42.0|2.0|2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|3.0|Dépendance|0.0|0.0|2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|3.0|Dépendance|0.0|0.0|2022
1|27/06/2022|Vente|445000,00|42.0|CRS|0840|DE VERDUN|33470.0|GUJAN MESTRAS|33|199||BO|214||0|3.0|Dépendance|0.0|0.0|2022
1|22/06/2022|Vente|745000,00|93.0|RUE|0140|CHANTE CIGALE|33470.0|GUJAN MESTRAS|33|199||CT|456||0|1.0|Maison|97.0|4.0|2022
1|20/06/2022|Vente|100000,00|2.0|AV|0810|SAINTE MARIE|33470.0|GUJAN MESTRAS|33|199||BT|19|11.0|1|1.0|Maison|17.0|1.0|2022
1|17/06/2022|Vente|130000,00|||B217|A VERDALLE|33470.0|GUJAN MESTRAS|33|199||BA|173||0|||||2022
1|15/06/2022|Vente|567619,70|||B029|CAMPES|33470.0|GUJAN MESTRAS|33|199||CT|449||0|||||2022
1|17/06/2022|Vente|510000,00||ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|42||0|||||2022
1|17/06/2022|Vente|510000,00|52.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|169||0|3.0|Dépendance|0.0|0.0|2022
1|17/06/2022|Vente|510000,00|52.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|169||0|1.0|Maison|87.0|5.0|2022
1|17/06/2022|Vente|510000,00|52.0|ALL|0399|DES GRANDS CHAMPS|33470.0|GUJAN MESTRAS|33|199||CL|169||0|3.0|Dépendance|0.0|0.0|2022
1|17/06/2022|Vente|510000,00|||B164|LES PINS DE MEYRAN|33470.0|GUJAN MESTRAS|33|199||CL|170||0|||||2022
2|02/06/2022|Vente|1276649,00|13.0|ALL|0060|DES BLEUETS|33470.0|GUJAN MESTRAS|33|199||BS|765||0|3.0|Dépendance|0.0|0.0|2022
2|02/06/2022|Vente|1276649,00|13.0|ALL|0060|DES BLEUETS|33470.0|GUJAN MESTRAS|33|199||BS|765||0|3.0|Dépendance|0.0|0.0|2022
2|02/06/2022|Vente|1276649,00|13.0|ALL|0060|DES BLEUETS|33470.0|GUJAN MESTRAS|33|199||BS|765||0|1.0|Maison|220.0|6.0|2022
1|13/06/2022|Vente|600500,00|18.0|IMP|0474|DES MAREES|33470.0|GUJAN MESTRAS|33|199||BB|35||0|1.0|Maison|84.0|2.0|2022
1|13/06/2022|Vente|600500,00|18.0|IMP|0474|DES MAREES|33470.0|GUJAN MESTRAS|33|199||BB|35||0|3.0|Dépendance|0.0|0.0|2022
1|29/06/2022|Vente|25000,00|80.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||CM|547|1.0|1|2.0|Appartement|38.0|2.0|2022
1|29/06/2022|Vente|25000,00|80.0|RTE|0390|DES LACS|33470.0|GUJAN MESTRAS|33|199||CM|547|4.0|1|3.0|Dépendance|0.0|0.0|2022
1|29/06/2022|Vente|5000,00|15.0|RUE|0670|PIERRE DANEY|33470.0|GUJAN MESTRAS|33|199||BO|393|72.0|1|3.0|Dépendance|0.0|0.0|2022
1|15/06/2022|Vente|270000,00|3.0|RUE|0630|PASTEUR|33470.0|GUJAN MESTRAS|33|199||BM|189||0|3.0|Dépendance|0.0|0.0|2022
1|15/06/2022|Vente|270000,00|3.0|RUE|0630|PASTEUR|33470.0|GUJAN MESTRAS|33|199||BM|189||0|1.0|Maison|91.0|4.0|2022
1|15/06/2022|Vente|270000,00|3.0|RUE|0630|PASTEUR|33470.0|GUJAN MESTRAS|33|199||BM|189||0|3.0|Dépendance|0.0|0.0|2022
1|30/06/2022|Vente|1020000,00|35.0|ALL|0065|BOILLY|33470.0|GUJAN MESTRAS|33|199||CS|208||0|1.0|Maison|148.0|4.0|2022
1|30/06/2022|Vente|1020000,00|35.0|ALL|0065|BOILLY|33470.0|GUJAN MESTRAS|33|199||CS|208||0|3.0|Dépendance|0.0|0.0|2022
1|30/06/2022|Vente|1020000,00|35.0|ALL|0065|BOILLY|33470.0|GUJAN MESTRAS|33|199||CS|208||0|3.0|Dépendance|0.0|0.0|2022
1|30/06/2022|Vente|1020000,00|||B058|LES CONCESSIONS|33470.0|GUJAN MESTRAS|33|199||CS|219||0|||||2022
1|01/07/2022|Vente|700000,00|43.0|ALL|0400|DE HAURAT|33470.0|GUJAN MESTRAS|33|199||BL|161||0|1.0|Maison|76.0|4.0|2022
1|30/06/2022|Vente|600500,00|5.0|ALL|0107|DES CAMELIAS|33470.0|GUJAN MESTRAS|33|199||BV|388||0|1.0|Maison|80.0|4.0|2022
1|30/06/2022|Vente|600500,00|5.0|ALL|0107|DES CAMELIAS|33470.0|GUJAN MESTRAS|33|199||BV|390||0|||||2022
1|08/06/2022|Vente|350000,00|24.0|ALL|0660|DE LA PELOUSE|33470.0|GUJAN MESTRAS|33|199||BS|28||0|1.0|Maison|68.0|3.0|2022
1|09/06/2022|Vente|180000,00|61.0|RUE|0490|DU MARECHAL FOCH|33470.0|GUJAN MESTRAS|33|199||BY|754||0|1.0|Maison|25.0|1.0|2022
1|30/06/2022|Vente|319000,00|5.0|ALL|0057|DE BIREBOUSSAOU|33470.0|GUJAN MESTRAS|33|199||BL|519||0|1.0|Maison|73.0|3.0|2022
1|30/06/2022|Vente|390000,00|75.0|RUE|0200|DEJEAN CASTAING|33470.0|GUJAN MESTRAS|33|199||CL|246||0|1.0|Maison|57.0|3.0|2022
1|30/06/2022|Vente|390000,00|75.0|RUE|0200|DEJEAN CASTAING|33470.0|GUJAN MESTRAS|33|199||CL|246||0|1.0|Maison|91.0|4.0|2022
1|30/06/2022|Vente|390000,00|75.0|RUE|0200|DEJEAN CASTAING|33470.0|GUJAN MESTRAS|33|199||CL|246||0|3.0|Dépendance|0.0|0.0|2022
1|30/06/2022|Vente|390000,00|75.0|RUE|0200|DEJEAN CASTAING|33470.0|GUJAN MESTRAS|33|199||CL|248||0|||||2022
1|06/07/2022|Vente|495000,00|26.0|AV|0675|PIERRE DIGNAC|33470.0|GUJAN MESTRAS|33|199||BE|91|30.0|2|3.0|Dépendance|0.0|0.0|2022
1|06/07/2022|Vente|495000,00|26.0|AV|0675|PIERRE DIGNAC|33470.0|GUJAN MESTRAS|33|199||BE|91|30.0|2|1.0|Maison|84.0|4.0|2022
